"LEI, MFI code for branches",co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,air_emissions_sox_nox_pm,land_area_affected,biodiversity_protection_actions,fsc_pefc_certified_sourcing,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,green_product_revenue,green_buildings_area,resource_efficiency_index,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,recyclable_packaging_share,toxic_spills,waste_recycled_share,water_withdrawal,emf_exposure,gmo_products,ods_emissions,safety_transparency_trials,collective_bargaining_coverage,fair_wage_gap,community_investment,health_impact_score,csr_contribution,customer_satisfaction_score,hiv_program_coverage,human_rights_violations,diversity_representation,child_labor_compliance,indigenous_consent_verification,access_to_services,healthcare_access_employees,animal_welfare_compliance,training_hours,turnover_rate,injury_frequency_rate,contract_compliance,union_membership,product_safety_compliance,responsible_marketing_compliance,supplier_audits,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,green_financing,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,privacy_compliance,financial_inclusion,global_compact_membership,shareholder_rights_score,site_closure_plan,tax_transparency_reporting,lobby_spending,systemic_risk_level,market_price_share,market_value_equity,smallest_shareholder_name,majority_shareholder_shares,minority_shareholder_shares,outstanding_shares,largest_shareholder_pct,majority_shareholder_pct,minority_shareholder_pct,total_shares,military_connection_risk_head,asset_growth_pct,birthdate_risk_head,capital_expenditure,capital_intensity_fixed_asset,cash_and_equivalent,cash_dividend,cash_holding,cash_turnover,operation_complexity,current_ratio,debt_to_equity_ratio,depreciation,dividend_payout_ratio,dividend_per_share,eps,earnings_after_tax,ebit,earnings_quality,financial_expenses,goodwill,gross_sales,human_capital_cost,income_tax,intangible_assets,lag_inventory,lag_net_sales,ln_cash_equivalent,market_price_high,market_price_low,market_price_open,largest_shareholder_name,net_inventory,net_sales,net_working_capital,pe_ratio,reporting_currency,retained_earnings,times_interest_earned,tobins_q,z1,z2,z3,z4,z5,controlling_shareholder_info,incorporation_year,ipo_year,num_business_segments,num_employee,company_name,reporting_year,nace,asset_turnover,capital_intensity,cash_ratio,debt_maturity,debt_to_asset_ratio,operating_leverage,eat_growth,fixed_asset_intensity,gross_profit_margin,lag_cf_operating,net_cf_investing,net_cf_operating,net_profit_margin,pbv,quick_ratio,roa_eat,solvency_ratio,account_receivable,current_asset,current_liabilities,fixed_asset,inventory_turnover,lag_market_price,lag_total_asset,non_current_asset,roe_eat,total_asset,total_debt,total_equity
9695007N7RATI6VK7E92,87.74,97.93,TRUE,TRUE,,,TRUE,,,45.26,19.09,FALSE,74.17,99.54,0.54,0.6,53.48,54.07,19.77,56.2,,26.24,11.31,,,,,50.46,42.25,15.97,,97.6,31.97,85.99,19,73.71,TRUE,TRUE,97.71,79.67,,5.61,45.74,4.8,FALSE,61.55,92.12,TRUE,TRUE,TRUE,82.71,,,3.13,1.2,TRUE,,22,13,,TRUE,53.61,TRUE,73.54,,,36.06,High,541628.74,340094.49,,4942.49,45237.16,483429.67,883478.25,790903.13,723013.98,,,42632.85,,340935.63,,161862.79,886125.61,981245.43,,,3.966,1.063,213541.77,,285868.95,115038.27,218613.61,944157.64,3.174,588979.23,610259.89,,252579.99,,600467.56,,,223185.92,687147.68,509683.72,960981.89,Unknown,,,349411.25,1.654,Alpha Corp,628235.71,,,,,,,,Global Holdings,2017,1957,365985.96,672401.04,N/A,1950,,,,3.8,491816.78,0.873,,30942.86,,,,813210.39,215723.67,298672.64,4.885,2.597,816323.86,0.677,945749.41,217081.61,,549049.69,,229023.55,348881.31,84867.93,845107.39,602710,912462.88,372291.93
969500TU5ZMYBIWP0R51,42.26,66.73,FALSE,TRUE,,,TRUE,,TRUE,,,TRUE,38.11,21.71,13.58,,84.55,74.32,49.68,76.72,,73.67,28.33,,,,,86.69,6.64,87.14,1.29,69.16,57.09,10.69,0,,FALSE,TRUE,31.4,18.19,,27.4,59.84,61.37,TRUE,44.14,3.4,FALSE,TRUE,FALSE,,55.08,TRUE,69.17,66.67,FALSE,20.54,6,40,31,FALSE,91.59,,56.63,,TRUE,11.85,Medium,138851.52,523795.45,,696813.89,763989.87,488070.7,,637721.91,351845.96,845156.49,,964414.69,,,,165295.98,737873.16,896519.71,,,,4.943,175767.32,,342858.43,,350913.81,,1.049,363542.19,222808.7,,,691005.14,967798.41,,,239986.29,974407.97,54998.96,568872.02,N/A,,,143239.05,4.587,Global Holdings,412527.33,1.586,,,,,,,Alpha Corp,2010,2021,944294.08,626072.68,Pacific Capital,1993,,,,1.843,238090.75,3.533,,54522.51,,,,598115.09,517218.53,320859.49,2.305,0.374,82306.69,4.374,459531.11,872261.12,675057.31,86210.82,,144233.94,383695.7,,955036.21,369018.23,880408.88,491207.57
969500H8VFKY74LBMD78,16.18,,TRUE,TRUE,,,,,FALSE,40.49,,TRUE,29.65,4.31,64.03,64.66,32.54,54.22,50.07,83.31,,63.42,,,,,,64.78,6.12,82.25,80.49,80.98,63.87,19.86,44,87.57,TRUE,FALSE,58.85,90.96,,50.5,69.95,,FALSE,4.66,18.34,FALSE,FALSE,,26.75,86.88,FALSE,27.74,47.47,FALSE,18.8,21,2,3,TRUE,,FALSE,11.47,,TRUE,59.64,Low,946718.73,351796.24,,385366.42,,259101.26,925965.72,888982.73,884965.61,20029.83,,492600.52,,931384.86,,954219.49,456302.64,158652.02,,,1.817,2.334,417427.43,,132289.57,240335.19,275161.98,677631.41,2.256,991802.12,823955.45,,113876.99,771488.69,,,,218658.08,317852.16,277323.28,612374.8,Global Holdings,,,607209.27,2.002,N/A,658937.18,0.322,,,,,,,Global Holdings,2020,1991,960906.66,477877.27,Global Holdings,2006,,,,1.717,529523.12,2.207,,387215.6,,,,274597.24,571829.1,,2.21,2.243,177373.71,4.735,99988070,493938.33,377626.22,904167.09,,175215.59,551847.18,188003.17,871478.5,27510.14,806787.8,34185.43
969500W8LGZQUL2KL242,68.38,87.93,TRUE,TRUE,,,FALSE,,TRUE,26.68,,FALSE,63.58,47.86,50.71,96.67,5.59,19.44,,21.77,,35.56,41.51,,,,,80.61,4.52,27.2,2.4,,32.96,32.07,18,30.47,FALSE,FALSE,43.79,98.22,,,84.24,99.89,,17.06,72.08,TRUE,FALSE,FALSE,6.76,57.61,TRUE,32.29,82.6,,,18,21,10,,,FALSE,55.48,,TRUE,20.59,High,,891783.41,,,841659.24,948764.86,649556.67,,765496.93,52906.16,,731173.98,,796789.12,,803696.74,383981.08,980599.69,,,1.407,1.42,181671.04,,627971.17,,112686.44,755196.12,,309027.04,,,419123.38,,964751.2,,,494627.97,251010.64,550497.76,,Unknown,,,702039.36,4.547,Alpha Corp,113962.85,4.004,,,,,,,Unknown,1986,1955,911519.34,706339.92,Unknown,1969,,,,1.778,748828.91,3.711,,610541.87,,,,931857.88,653455.91,,3.94,0.238,,,170204.11,838407.35,929515.3,,,582499.66,522584.77,63206.42,927155.37,36355.28,224441.58,202265.98
969500GMOFJPLBESK810,35.06,88.13,FALSE,TRUE,,,,,FALSE,88.95,91.81,,98.62,24.43,32.43,99.42,70.49,36.42,98.9,24.05,,78.28,31.86,,,,,12.28,81.59,64.59,53.93,4.14,98.33,97.47,43,10.68,FALSE,FALSE,50.24,40.28,,20.04,99.42,50.93,TRUE,77.82,11.75,FALSE,FALSE,TRUE,94.54,,TRUE,50.74,35.26,FALSE,3.44,6,16,14,TRUE,97.21,TRUE,1.48,,,95.86,Medium,385455.37,244561.16,,718494.62,56685.72,518782.03,138642.56,311684,556022.46,27681.63,,518701.84,,72996.48,,341666.14,806909.6,957093.17,,,4.022,0.646,222532.43,849800.87,482909.32,130265.37,492325.96,,4.654,517339.09,493638.14,,,868033.26,,,,689922.04,733446.54,211067.12,492208.34,Pacific Capital,,,749023.62,,N/A,37660.23,0.669,,,,,,,Alpha Corp,,1977,379101.82,764891.69,Global Holdings,1971,,,,,955464.5,0.525,,,,,,610302.47,268353.11,544900.63,2.194,1.224,881244.48,4.652,,,198182.47,810727.03,,234465.03,,353217.45,779677.58,,576812.07,148313.45
DKGVVH5FKILG8R13CO13,65.83,,TRUE,FALSE,,,FALSE,,TRUE,51.17,36.69,FALSE,45.99,40.01,,65.93,,39.75,81.28,48.83,,51.44,60.25,,,,,68.58,46.1,35.85,,40.51,60.04,68.09,7,23.63,TRUE,TRUE,79.38,,,85.55,18.02,28.11,TRUE,6.93,71.84,,,TRUE,48.27,,FALSE,1.68,30.27,FALSE,85.04,6,41,,TRUE,14.73,TRUE,39.52,,FALSE,20.81,High,985742.4,639062.85,,,912519.37,446890.22,82446.82,193605.84,811585.26,53829.17,,118443.42,,412496.62,,937275.09,238505.94,,,,3.991,3.807,690250.54,732704.54,989130.21,635031.41,796506.44,986504.4,2.163,148531.07,648060.6,,43226.01,132154.62,6329.07,,,402732.07,599843.94,386403.93,992947.54,Unknown,,,788757.89,4.433,Alpha Corp,231248.81,2.533,,,,,,,Global Holdings,2010,2006,232437.82,,Alpha Corp,,,,,4.468,133408.4,2.372,,31782.25,,,,819378.76,40808,721157.83,0.035,3.964,,4.774,656034.86,577899.75,573971.09,737282.6,,341520.25,423390.56,264507.87,,902933.65,343255.71,936568.37
W2RVX391BFSQJQAGEM62,78.75,,TRUE,FALSE,,,FALSE,,TRUE,40.52,52.68,,80.4,16.2,99.41,99.44,24.69,60.51,32.04,33.1,,42.1,99.12,,,,,82.61,79.81,16.37,,7.95,8.9,57.76,,95.12,FALSE,,43.96,58.25,,70.71,17.39,32.88,FALSE,2.68,53.12,TRUE,TRUE,TRUE,68.86,9.64,FALSE,34.79,42.24,FALSE,,44,,34,TRUE,26.03,TRUE,,,TRUE,7.77,,910112.99,342609.48,,,815534.66,525863.46,484934.66,266721.83,329837.28,822934.24,,532670.86,,170727.31,,,995064.89,148477,,,2.347,1.017,753145.2,211319.59,343740.87,296788.54,314438.15,592696.79,0.054,935286.93,513193.65,,264256.5,32710.5,430500.04,,,233517.78,,841979.08,778346.73,,,,612162.54,,Alpha Corp,715002.65,2.514,,,,,,,N/A,1996,1982,905781.8,350098.98,Pacific Capital,2005,,,,4.768,101704.73,2.113,,985608.51,,,,479914.67,317125.82,797902.95,0.019,3.815,197175.69,3.812,964981.95,547044.45,465530.26,726867.24,,692807.48,863372.24,885599.83,323600.91,34653.97,777382.85,78906.11
969500EYG6U339D3TI84,74.01,4.75,TRUE,FALSE,,,,,FALSE,46.57,8.07,TRUE,16.52,73.17,12.23,46.07,24.92,12.48,94.17,56.36,,19.02,87.21,,,,,65.99,51.4,71.94,,44.2,0.84,40.11,2,79.41,,,18.91,67.64,,17.86,99,96.8,FALSE,5.41,84.5,FALSE,FALSE,FALSE,60.56,,TRUE,86.07,75.9,TRUE,5.21,11,5,12,TRUE,51.44,TRUE,95.92,,,82.07,,140841.85,237550.72,,217180.17,110565.73,967005.1,,866213.46,897749.82,932698.59,,644613.45,,,,829804.83,717454.82,628717.78,,,1.315,3.022,850456.95,361884.6,277333.23,75280.28,301652.17,936173.66,4.867,204097.34,797849.89,,,501658.13,452056.07,,,319453.84,97468.32,901769.57,235560.85,Unknown,,,166274.67,2.605,N/A,257509.64,,,,,,,,N/A,,,256974.39,308926.85,Global Holdings,,,,,,574342.12,4.006,,911560.2,,,,,528537.47,155908.79,2.975,,126359.22,2.64,329238.08,382107.92,398488.53,590885.5,,966952.71,,542254.59,783268.89,538629.77,944442.06,
969500Y5C0C13HQSAB09,24.01,48.17,TRUE,TRUE,,,TRUE,,FALSE,47.98,61.02,TRUE,,73.28,60.12,53.28,48.77,44.72,31.12,93.68,,,56.3,,,,,28.99,,76.39,73.15,11.14,8.74,58.37,2,65.87,,TRUE,56.06,,,84.59,,87.41,TRUE,74.81,51.27,FALSE,FALSE,,61.48,21.28,,19.52,30.95,TRUE,58.18,40,36,13,FALSE,39.07,FALSE,36.54,,FALSE,86.94,Medium,417334.31,158940.93,,24243.79,219325.61,,799152.74,277878.16,137144.87,45615.72,,108488.67,,620759.82,,757756.3,443586.21,732990.8,,,3.971,4.911,567564.07,418041.68,623936.5,144886.01,308876.41,,,469885.13,700339.95,,537516.31,176986.51,,,,,832227.83,869532.13,367799.72,Pacific Capital,,,668011.81,3.602,Global Holdings,594898.77,0.006,,,,,,,,1955,2000,25586.23,721426.72,Unknown,2005,,,,3.193,175308.98,1.798,,226666.79,,,,662373.98,612777.27,814031.75,4.643,0.845,92513.67,1.246,924702.12,476687.92,710941.59,,,245563.3,412475.41,347653.04,80814.49,199144.98,704527.48,438195.34
KX1WK48MPD4Y2NCUIZ63,34.43,50.03,FALSE,FALSE,,,,,FALSE,35.73,5.48,,80.36,4.68,30.25,,39.98,66.9,2.18,,,13.61,55.68,,,,,,90.03,25.34,53.75,,74.24,52.71,,88.18,TRUE,FALSE,40.93,0.94,,7.4,99.31,89.48,FALSE,,8.53,FALSE,FALSE,TRUE,63.09,82.95,,,18.37,TRUE,67.98,24,,10,FALSE,88.66,FALSE,53.3,,TRUE,49.23,Medium,323338.44,282796.43,,718025.52,604231.17,499103.67,562140.71,674170.63,113484.8,671590.31,,733137.75,,643047.53,,972353.09,,170567.33,,,0.675,4.796,795177.89,155019.88,582351.1,571247.38,159071.6,549915.01,0.21,686550.59,76180.96,,890640.04,,,,,687156.31,29386.02,631492.6,74050.78,Unknown,,,870157.95,4.809,Global Holdings,8439.64,3.979,,,,,,,Alpha Corp,1980,1972,746708.35,575429.38,Unknown,1975,,,,3.076,251969.99,,,754712.55,,,,353434.82,722783.22,,2.643,3.016,230661.41,1.482,394041.22,623378.07,565617.62,340384.78,,62710.48,967547.55,673194.23,,951311.19,691315.77,768805.9
969500OCY8KZTP2CB380,51.73,64.42,FALSE,,,,TRUE,,FALSE,96.32,31.31,FALSE,34.08,11.06,97.08,57.86,,63.6,34.48,12.85,,19.74,,,,,,98.55,28.82,72.9,57.4,75.42,7.9,80.72,,90.55,FALSE,FALSE,49.55,,,32.43,72.57,65.13,TRUE,20,40.72,FALSE,TRUE,TRUE,90.51,28.48,FALSE,15.5,,FALSE,48.67,8,6,,TRUE,4.23,FALSE,15.29,,FALSE,36.95,High,844836.42,,,748941.58,445187.4,805453.86,835055.57,703710.85,377687.87,306550.06,,696233.07,,596962.33,,580459.36,132687.97,,,,4.089,4.109,468264.84,436464.46,607106.7,432899.36,418631.26,777833.76,1.675,210504.31,111011.66,,560830.17,261604.23,866612.55,,,498449.75,260031.92,980386.01,,N/A,,,101173.02,2.947,Alpha Corp,279529.69,2.824,,,,,,,Alpha Corp,2012,,747463.12,300247.4,Unknown,2000,,,,4.051,236007.57,0.388,,197123.16,,,,700244.75,228550.59,820786,4.276,,343937.88,1.164,733216.77,518168.77,59806.11,361650.73,,333222.43,338767.86,634780.06,,512331.84,531176.6,629600.15
969500892AQHFDSWRF71,90.7,,TRUE,FALSE,,,TRUE,,FALSE,79.39,85.74,TRUE,27.87,,40.33,87.76,1.19,,65.18,39.18,,44.47,42.95,,,,,83.61,50.93,9.3,41.32,11.32,5.93,69.43,8,55.22,TRUE,FALSE,,17.98,,8.05,99.78,,TRUE,95.03,11.67,TRUE,TRUE,,64.08,70.99,,57.74,,TRUE,31.93,30,,32,FALSE,,TRUE,,,FALSE,88,Low,156889.67,409687.81,,,958235.81,788357.74,776237.47,321338.05,,242570.4,,332928.77,,939427.11,,484792.06,,779706.05,,,1.034,4.935,430474.08,473823.07,424545.67,175229.15,413833.47,406572.97,4.503,449484.56,115921.31,,425426.4,496146.27,605596.48,,,585143.61,440017.48,476185.06,793055.22,Pacific Capital,,,831739.7,2.149,N/A,812239.2,3.794,,,,,,,Pacific Capital,1986,1961,,718041.19,Pacific Capital,1978,,,,0.355,320135.7,3.027,,132983.6,,,,947525.58,880585.4,88268.75,4.34,4.141,70067.49,1.954,962027.31,591668.48,570906.26,432634.91,,,591834.15,784877.88,258956.07,756260.05,591481.56,563188.59
969500E07BR6468F5910,64.68,75.7,FALSE,TRUE,,,FALSE,,FALSE,12.13,47.12,TRUE,96.16,28.98,38.5,28.53,34.89,0.59,9.18,90.54,,66.59,49.56,,,,,78.11,74.89,8.74,74.71,16.5,28.55,45.87,31,89.99,,FALSE,81.35,,,7.76,70.61,37.95,FALSE,53.58,12.04,FALSE,TRUE,TRUE,89.56,78.3,TRUE,74.83,7.08,,2.69,38,,23,FALSE,3.48,TRUE,97.67,,TRUE,75.33,Low,1873.06,70430.7,,,621891.87,132438.93,295985.3,237300.1,504207.85,,,28323.12,,762411.75,,102660.67,405871.79,6984.08,,,1.01,1.464,252400.9,415739.26,,,127344.68,502532.39,2.624,64229.15,15649.64,,,630930.08,788631.38,,,299515.12,989807.05,618306.25,294486.06,Pacific Capital,,,65072.76,,Alpha Corp,,2.555,,,,,,,Pacific Capital,,2012,165465.36,904587.4,Alpha Corp,1967,,,,4.625,936290.56,2.967,,98859.24,,,,596262.79,574177.68,444060.03,3.222,1.747,745330.86,3.051,509448.44,484542.73,219427.25,813132.16,,849910.65,674973.29,498209.87,482067.52,775479.19,18471.16,992234.1
969500OQSJX6T47PZQ59,62.14,88.16,FALSE,TRUE,,,TRUE,,FALSE,43.55,71.66,FALSE,41.63,57.43,37.12,38.54,78.79,87.22,95.69,68.73,,61.94,50.51,,,,,7.72,48.57,50.24,57.74,10.82,1.35,74.33,,42.43,FALSE,FALSE,30.01,55.95,,,24.78,21.49,TRUE,55.72,4.02,,FALSE,TRUE,66.65,83.7,TRUE,81.57,37.23,TRUE,36.03,28,47,35,FALSE,72.5,TRUE,78.63,,FALSE,59.84,High,542474.49,810888.59,,994110.71,50029.3,86254.74,620213.43,780544.29,490873.46,154333.57,,,,,,618057.03,796351.47,645640.78,,,0.395,1.559,184202.22,736277.79,471061.17,776948.94,521715.48,407279.47,4.378,364280.44,631407.01,,,366825.32,870196.29,,,732658.63,586176.81,913442.15,,Alpha Corp,,,749879.35,4.702,N/A,742485.99,2.417,,,,,,,N/A,1968,1968,755567.9,894742.33,Global Holdings,1988,,,,0.909,905090.81,0.334,,347756.22,,,,232318.29,209803.34,473753.41,4.973,4.526,967245.3,0.017,138949.17,830947.07,364557.82,874095.96,,689962.34,945146.8,935803.49,70957.03,536402.23,215775.1,
9695003ZGAIUXLI2B651,6.52,2.9,FALSE,FALSE,,,FALSE,,,78.87,99.99,FALSE,42.53,,91.21,12.17,53.24,29.08,37.4,93.13,,89.35,72.32,,,,,64.51,73.93,33.42,5.6,54.96,78.78,38.29,,71.85,FALSE,,83.39,80.84,,53.65,,96.93,FALSE,56.64,60.98,FALSE,FALSE,TRUE,,,TRUE,27.72,98.84,FALSE,61.36,38,18,29,TRUE,2.27,FALSE,4.4,,TRUE,2.79,Low,117006.99,187036.8,,118955.35,,,987703.58,964198.45,108546.83,733803.72,,78039.57,,748906.52,,818453.22,606880.21,910462.36,,,3.083,0.746,180818.43,46740.9,,294591.09,787891.77,,2,421730.59,225694.13,,314872.59,661869.42,,,,228112.02,664150.68,935791.78,268132.99,Unknown,,,145300.32,1.777,,370850.03,1.555,,,,,,,Global Holdings,,1976,635272.56,392554.4,,1973,,,,1.508,95270.44,4.205,,865687.16,,,,756804.47,832277.57,,0.934,2.463,196997.81,4.43,302511.61,285044.58,838202.49,13645.15,,987626.79,30421.26,750638.71,259958.32,250597.1,45012.08,
969500U1YMTCDXPHSS10,33.2,27.58,TRUE,,,,TRUE,,FALSE,37.49,71.74,FALSE,47.24,48.88,0.22,,,25.15,63.4,2.14,,28.46,70.88,,,,,56.94,26.19,29.13,81.73,81.49,81.2,25.69,29,32.81,,,90.83,20.46,,19.16,17.64,46.8,TRUE,5.35,77.21,FALSE,FALSE,FALSE,87.38,82.43,TRUE,14.48,,FALSE,11.49,12,31,,TRUE,10.81,FALSE,12.22,,TRUE,31.37,Low,575370.13,142339.66,,,414187.63,302860.59,396490.69,719697.18,791519.53,886206.12,,276289.32,,677159.8,,366052.3,509592.76,727513.21,,,,,315520.94,971298.92,683238.2,599319.84,381739.31,824009.48,3.195,776979.44,959096.57,,181311.17,313750.38,806251.1,,,551133.62,,859368.42,667321.07,,,,540646.28,4.063,Pacific Capital,688137.27,0.277,,,,,,,Pacific Capital,1974,2020,954951.97,666163.59,Unknown,1952,,,,0.385,651921.16,0.981,,869799.56,,,,580620.61,685340.11,686283.96,4.561,1.07,311520.79,3.089,424531.37,581819.1,77097.25,662518.25,,270817.56,458954.56,377011.68,758764.65,88604.79,627625.11,587904.55
969500ZQ9ZCXKXACF956,65.18,49.7,TRUE,,,,,,,53.8,93.42,TRUE,8.56,38.64,94.09,83.85,53.37,32.7,40.42,3.86,,94.83,5.83,,,,,89.9,5.78,91.45,,97.2,22.81,47.78,16,30.21,,TRUE,47.99,69.01,,67.12,90.38,68.29,FALSE,40.28,43.39,TRUE,FALSE,TRUE,,58.19,FALSE,22.6,89.55,FALSE,79.21,32,8,39,FALSE,67.11,FALSE,31.34,,TRUE,67.59,Low,137017.6,206301.59,,,278346.09,349745.4,496402.03,128096.27,921106.19,39500.31,,217143.02,,264172.34,,272593.39,247248.58,24453.18,,,1.651,0.118,472700.51,306809.66,533691.97,16393.89,6478.58,,4.268,109366.33,471261.18,,104898.59,727964.02,371908.45,,,204305.13,401116.85,483885.18,703486.11,Global Holdings,,,226784.83,1.254,Global Holdings,512127.2,0.583,,,,,,,Unknown,1962,1960,312221.98,,Pacific Capital,,,,,,3617.96,4.551,,966407.22,,,,,656840.74,386993.52,3.843,3.089,,2.892,641422.76,321510.82,133233.68,714719.34,,931443.87,386139.4,89279.89,232554.8,619018.27,392130.9,365541.5
969500LZ8VV8HS83UI11,62.4,42.49,TRUE,TRUE,,,FALSE,,TRUE,17.99,54.83,,87.02,,55.87,75.37,19.83,,27.8,15.32,,23.37,30.06,,,,,44.2,80.08,35.27,68.89,61.73,71.56,57.9,3,19.07,FALSE,FALSE,80.19,,,0.14,,65.59,FALSE,40.37,,TRUE,FALSE,TRUE,80.86,,TRUE,24.3,16.89,TRUE,0.15,47,3,6,TRUE,83.71,TRUE,76.42,,FALSE,49.96,Medium,848696.32,367719.11,,933805.58,493814.54,177567.93,,488924.53,149315.3,969225.56,,428100.34,,21764.39,,299308.09,868392.6,880537.36,,,,3.018,524616.67,805061.49,459821,,362674.76,,2.053,,962582.45,,29765.32,304299.47,251869.77,,,470055.27,987103.47,53593.8,,,,,823868.6,2.194,N/A,558665.72,3.874,,,,,,,Alpha Corp,1994,1980,834303.32,728131.35,Alpha Corp,1950,,,,,478110.19,1.305,,562296.17,,,,,878868.73,473764.52,3.95,3.121,907718.55,,183614.14,913485.08,217635.82,28306.07,,864460.91,429866.16,,365321.35,77898.57,,
969500EYUH381IUM2589,26.72,35.54,FALSE,TRUE,,,FALSE,,TRUE,21.74,24.44,FALSE,12.75,20.71,,,94.49,74.2,49.01,54.43,,51.67,,,,,,66.42,16.78,99.53,,12.9,77.57,23.56,2,63.54,TRUE,TRUE,16.79,9.97,,79.44,,,TRUE,92.84,24.58,FALSE,FALSE,,56.39,61.22,,83.97,98.3,TRUE,,35,4,8,TRUE,86.7,,75.11,,,25.96,Medium,795487.5,297711.38,,858712.53,5111.49,276067.73,,206003.34,476533.93,215079.16,,867357.72,,762831.04,,97972.65,358205.18,988958.11,,,4.561,4.833,527217.37,799833.45,,699075.91,24108.48,638523.89,,482049.15,602626.53,,396886.91,737072.87,434859.95,,,392014.35,173069.97,246294.2,247587.39,Alpha Corp,,,618089.27,,N/A,176425.76,1.963,,,,,,,Global Holdings,1982,2000,359598.11,392545.86,Unknown,2009,,,,,155547.91,3.322,,,,,,301873.81,909767.49,601528.78,2.221,,135790.64,0.922,76174.08,92206.92,764496.27,111273.25,,687492.52,323323.16,262030.15,873206.47,34497.33,437662.04,63494.42
9695003L69OAFQ15LD18,87.72,94.4,TRUE,,,,TRUE,,FALSE,35.86,75.97,FALSE,56.13,,78.27,87.05,43.84,87.01,68.93,7.5,,75.11,22.86,,,,,35.83,33.15,61.65,99.1,20.16,,47.8,,82.24,FALSE,FALSE,,,,68.57,22.49,82.28,FALSE,17.99,3.63,FALSE,FALSE,TRUE,48.35,,TRUE,16.23,89.23,,0.07,32,29,43,FALSE,1.89,FALSE,60.63,,FALSE,36.55,,593281.39,699291.44,,354487.68,184295.23,814948.49,,710431.18,,707322.47,,55162.3,,934685.69,,519511.55,448406.54,842096.97,,,1.351,0.722,707991.38,741378.33,6024.94,366044.69,873827.34,521006.82,0.939,653309.04,828074.68,,61716.5,510896.11,666521.84,,,648157.39,565266.73,223165.19,132664.56,Alpha Corp,,,396450.69,4.722,Pacific Capital,733412.03,4.531,,,,,,,,2009,1973,899670.32,438882.93,N/A,1974,,,,4.754,280103.95,3.329,,328814.83,,,,491202.3,841551.41,433038.63,,0.928,314204.34,2.373,601731.53,357749.38,547412.71,649949.56,,722257.65,,290718.29,497716.65,916538.08,151777.76,892070.28
9695002BGH4R9KJFC936,3.72,,FALSE,TRUE,,,TRUE,,,52.91,6.8,FALSE,67.46,12.8,,50.06,40.29,6.35,,26.04,,25.39,21.72,,,,,,10.19,28.45,,,2.5,53.17,32,56,,TRUE,73.37,54.5,,9.23,26.49,55.07,TRUE,58.42,53.56,FALSE,,FALSE,75.12,39.82,TRUE,22.39,9.58,FALSE,,14,,33,TRUE,47.06,TRUE,,,FALSE,,High,221919.36,627706.94,,496306.67,539675.7,,,962560.18,286024.53,,,24077.76,,329581.96,,,919664.93,879985.65,,,4.74,1.556,654008.87,155361.6,429177.07,914083.84,449357.33,259343.46,3.867,609068.92,20531.37,,403763.72,699207.22,410605.97,,,387471.56,,129844.7,921690.52,,,,376298.16,1.877,Global Holdings,193953.66,4.086,,,,,,,,2012,2005,22575.93,,,2001,,,,4.279,529150.1,1.314,,283959.09,,,,2801.6,792253.89,414422.93,4.37,0.1,707592.71,3.23,493784.36,183131.38,29056.58,113374.86,,893748.12,735257.37,,307410.71,,759216.23,794433.35
969500QH3DQ56ELDMG12,86.89,95.68,TRUE,TRUE,,,,,FALSE,95.05,45.11,TRUE,33.59,76.34,85.5,61.99,74.91,16.42,46.29,53.8,,75.03,91.53,,,,,50.01,40.37,58.44,74.7,,49.62,59.43,13,43.22,TRUE,FALSE,56,72.79,,27.65,42.49,47.02,TRUE,12.11,90.58,FALSE,FALSE,TRUE,,75.94,TRUE,5.63,24.3,FALSE,97.54,29,,49,FALSE,75.91,TRUE,19.92,,FALSE,33.64,Low,365451.6,713131.97,,423188.19,628389,860521.04,,982374.82,260758.19,645937.02,,334522.75,,,,407746.03,328006.1,30661.12,,,1.898,3.074,290567.35,311200.79,121012.11,942788.42,166002,375746.28,0.776,311828.57,635508.53,,304584.02,173301.32,349277.45,,,,314184.38,649689.9,782975.03,N/A,,,814809.58,,N/A,538225.86,3.43,,,,,,,N/A,1953,1975,,925757.98,Global Holdings,1990,,,,2.735,526631.83,3.37,,649593.14,,,,879036.11,57733.83,795915.73,3.814,3.273,,,208398.62,516100.93,832240.77,,,241901.74,622710.24,825681.51,,387496.83,948891.94,675207.34
