co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,waste_recycled_share,water_withdrawal,collective_bargaining_coverage,fair_wage_gap,customer_satisfaction_score,human_rights_violations,diversity_representation,training_hours,turnover_rate,injury_frequency_rate,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,market_value_equity,asset_growth_pct,debt_to_equity_ratio,pe_ratio,net_profit_margin,roa_eat,solvency_ratio,roe_eat
52.76,89.42,0.0,1.0,0.0,26.22,47.78,1.0,56.98,18.8,10.69,72.06,81.36,27.01,95.15,49.785,50.32,25.0,94.34,26.5,48.65,54.92,1.0,51.35,43.93,1.0,86.72,1.0,50.35,33.0,3.0,40.0,216868.94,502337.9,2.123,2.495,168708.56,249733.29,2.789,62219.05
13.08,44.13,1.0,0.0,1.0,63.2,52.68,0.0,97.63,68.35,33.24,49.92,56.67,61.13,10.27,49.785,81.52,38.0,47.63,35.04,69.9,38.07,1.0,51.35,51.385,0.0,98.47,0.0,48.79,22.0,35.0,46.0,68543.58,9260.6275,2.008,3.938,488012.35,402333.09,1.747,703677.86
99.0987,46.64,1.0,0.0,0.0,83.78,50.18,1.0,81.44,74.87,68.5,1.97,12.61,90.91,0.6567000000000001,69.71,50.32,21.0,43.43,72.01,17.71,32.55,0.0,51.35,54.83,1.0,27.57,1.0,88.74,7.0,8.0,24.0,893862.66,127489.06,4.93318,4.289,859847.17,472711.57,1.046,580778.49
50.075,99.2095,0.0,0.0,1.0,46.63,52.64,0.0,58.56,21.5,27.96,69.94,18.34,42.62,66.48,74.2,14.36,22.0,48.44,86.8,25.29,48.91,1.0,57.38,24.93,0.0,64.95,0.0,89.59,32.0,40.0,30.0,628038.47,152861.19,2.5,2.52,313086.28,934165.05,0.485,242535.31
28.99,16.66,0.0,1.0,1.0,6.74,81.53,0.0,36.79,73.61,8.82,52.94,3.48,35.24,73.84,66.22,50.32,33.0,49.165000000000006,50.44,5.76,41.36,0.0,85.46,76.71,0.0,14.28,0.0,30.24,18.0,37.0,7.0,82591.38,199070.58,3.357,2.242,838537.37,257512.58,0.498,359198.41
16.95,2.86,0.0,0.0,0.0,20.57,49.81,0.0,48.31,4.01,92.0,53.51,98.9446,43.77,78.37,48.67,41.71,9.0,1.41,13.88,60.84,15.89,0.0,51.35,85.5,0.0,49.56,1.0,3.17,46.0,17.0,31.0,507706.45,155239.74,0.269,3.087,470283.66000000003,176151.53,4.311,871189.94
61.82,50.39,1.0,1.0,1.0,23.69,56.19,1.0,45.99,14.5,95.77,8.02,66.13,29.25,92.59,24.93,58.19,25.0,49.165000000000006,61.36,56.88,48.81,0.0,13.69,76.62,1.0,13.64,0.0,67.75,35.0,25.0,24.0,916178.95,423654.56,1.757,0.453,177534.07,379503.55,3.303,329895.77
70.84,24.16,1.0,0.0,0.0,90.09,50.18,1.0,76.77,79.8,89.15,43.86,24.65,49.94,30.57,92.39,61.27,1.0,10.65,27.06,45.81,56.65,1.0,20.15,2.53,1.0,49.56,0.0,94.57,22.0,23.0,35.0,510779.07,638744.36,4.24,0.125,470283.66000000003,509563.385,3.899,220020.62
21.53,48.05,0.0,0.0,0.0,91.49,42.08,0.0,14.28,50.05,50.24,19.35,98.9446,83.13,49.855000000000004,30.82,32.35,19.0,55.03,15.83,50.82,51.33,1.0,7.57,72.28,1.0,43.2,0.0,62.51,26.0,23.0,15.0,498259.21,502303.19,1.561,3.775,80802.93,747765.27,4.755,557545.75
56.58,70.19,0.0,0.0,1.0,49.53,84.72,1.0,1.42,1.72,77.75,65.63,9.25,22.24,30.37,3.72,52.47,34.0,43.98,41.17,1.2120000000000002,36.97,0.0,68.61,51.385,0.0,98.66760000000001,0.0,89.12,13.0,6.0,8.0,450812.35,136312.47,2.79,3.292,810514.78,95059.6,2.294,509343.88
56.84,51.48,0.0,1.0,0.0,35.05,50.18,1.0,14.52,50.05,33.37,51.019999999999996,65.69,31.71,39.57,37.79,22.1,19.0,85.86,94.67,3.48,31.29,1.0,45.99,61.02,0.0,40.65,1.0,48.96,1.0,29.0,24.0,507706.45,401490.79,0.397,1.449,470283.66000000003,105168.03,1.744,988974.613
48.73,50.39,0.0,0.0,0.0,45.33,9.88,1.0,28.13,16.38,35.83,26.66,26.92,74.68,49.855000000000004,63.16,87.27,43.0,85.13,88.73,26.99,68.52,1.0,80.77,72.9,1.0,68.44,0.0,75.91,24.0,12.0,25.0,782713.15,143458.18,4.656,4.726,83369.66,509563.385,3.433,753935.1
27.23,75.34,0.0,0.0,1.0,7.98,84.33,1.0,2.99,59.0,63.1,5.22,24.48,39.52,49.855000000000004,57.28,92.54,46.0,49.165000000000006,52.68,53.42,30.12,0.0,51.35,22.31,1.0,4.13,1.0,20.32,10.0,23.0,9.0,253505.37,983632.59,1.171,2.495,876211.99,882762.35,1.93,916775.56
50.075,28.35,0.0,0.0,0.0,33.19,46.99,0.0,49.685,56.89,66.97,98.86840000000001,12.66,15.26,19.51,54.03,50.32,38.0,43.93,7.15,68.16,48.91,1.0,48.45,46.68,1.0,44.08,1.0,60.37,1.0,4.0,24.0,507706.45,633518.18,2.5,3.315,470283.66000000003,27923.7,3.496,501212.11
55.28,80.08,0.0,0.0,0.0,1.0625,25.61,1.0,49.685,44.12,3.57,69.46,48.61,60.61,85.12,6.16,71.74,46.0,64.37,29.11,33.24,61.74,1.0,51.35,5.94,1.0,95.14,1.0,95.34,18.0,46.0,16.0,227909.74,940422.06,0.03964,4.035,470283.66000000003,402016.88,3.887,987986.33
23.98,21.3,1.0,0.0,0.0,77.18,79.67,1.0,31.31,28.34,69.86,86.6,45.42,21.41,43.86,15.09,40.61,3.0,70.3,50.44,40.59,31.77,0.0,51.35,51.385,0.0,31.66,0.0,59.68,14.0,43.0,24.0,429033.66,149401.27,0.494,2.495,470283.66000000003,838522.04,1.247,867761.78
10.2,50.39,0.0,0.0,1.0,13.36,82.37,0.0,27.27,33.26,83.96,46.82,40.61,13.41,49.855000000000004,59.77,51.08,25.0,49.165000000000006,9.15,14.98,25.53,0.0,90.95,98.31,0.0,7.75,0.0,8.28,41.0,48.0,35.0,193084.7,63127.83,0.791,3.631,731051.86,509563.385,2.192,664402.3
28.48,68.54,0.0,1.0,1.0,34.35,9.55,1.0,19.89,42.75,1.2,52.23,72.97,86.37,24.8,49.785,44.19,17.0,49.165000000000006,12.97,39.37,48.91,0.0,21.23,44.7,1.0,61.37,0.0,60.34,3.0,38.0,9.0,496952.06,827113.05,1.892,3.046,495155.75,509563.385,3.694,232546.72
34.51,32.44,1.0,0.0,1.0,12.49,55.85,0.0,49.685,31.31,13.48,47.63,48.61,43.56,53.16,17.37,92.54,25.0,12.29,50.44,56.06,48.91,1.0,16.45,64.3,1.0,97.56,1.0,16.51,23.0,23.0,26.0,744795.64,503081.47,3.571,2.63,947444.15,123743.74,0.583,516191.19
50.075,44.38,0.0,0.0,0.0,58.77,14.57,1.0,45.09,27.84,77.07,95.84,19.77,49.94,61.11,62.9,90.97,25.0,58.17,88.5,94.45,29.06,1.0,14.19,85.09,0.0,62.29,1.0,93.62,45.0,42.0,44.0,583222.63,502303.19,3.333,2.495,219621.57,300302.73,0.283,97091.16
23.75,22.12,0.0,0.0,0.0,48.11,93.98,0.0,82.63,40.45,40.74,98.33,86.12,81.47,53.28,34.1,50.32,33.0,97.21,82.48,15.12,28.91,1.0,37.77,69.12,1.0,1.01,1.0,93.76,24.0,34.0,24.0,618484.51,598863.22,3.851,3.358,793235.22,990962.8802,4.416,471179.34
50.075,42.88,1.0,0.0,0.0,44.5,14.37,0.0,70.3,10.81,11.52,34.96,48.61,64.35,65.54,72.03,50.32,40.0,16.31,4.46,9.13,48.82,0.0,74.1,92.06,1.0,77.65,1.0,35.55,45.0,23.0,12.0,608034.42,383786.79,1.775,4.554,470283.66000000003,509563.385,4.952,850916.42
8.44,50.39,1.0,0.0,1.0,82.01,3.81,0.0,38.96,25.13,63.46,51.019999999999996,93.27,33.4,99.0231,49.785,50.32,23.0,49.165000000000006,79.53,91.37,70.58,0.0,63.51,94.17,0.0,44.01,1.0,48.96,28.0,47.0,24.0,167110.12,278194.6,0.537,1.495,984114.02,412760.42,1.317,68491.32
49.88,16.11,0.0,1.0,1.0,95.51,50.18,1.0,26.63,51.89,67.3,68.12,48.61,29.8,23.99,49.785,70.77,27.0,49.165000000000006,50.44,16.98,61.68,1.0,55.49,51.385,1.0,62.7,0.0,48.96,21.0,43.0,24.0,949007.81,46196.6,4.93318,4.856,686963.66,915493.19,2.147,988974.613
5.99,86.93,0.0,0.0,0.0,88.26,76.51,1.0,4.85,50.05,73.25,83.91,3.43,7.19,67.81,4.41,55.21,25.0,18.52,50.44,39.04,34.84,0.0,65.41,31.61,0.0,44.94,0.0,91.27,29.0,29.0,45.0,814115.9,593544.3,4.61,0.11,229099.53,509563.385,2.646,453851.66
37.23,50.39,1.0,0.0,0.0,49.945,58.28,1.0,40.14,62.61,50.24,57.72,82.45,60.57,0.75,49.785,50.32,31.0,42.73,33.2,44.82,89.49,1.0,60.23,32.3,0.0,17.11,0.0,87.14,18.0,7.0,43.0,507706.45,502303.19,4.427,3.487,178955.42,411600.0,3.334,501212.11
50.075,64.35,1.0,0.0,0.0,49.945,50.18,1.0,7.78,36.45,98.68,45.39,81.0,30.21,58.73,74.48,69.61,38.0,17.21,76.11,40.75,48.91,1.0,21.16,94.79,0.0,97.66,1.0,95.46,1.0,3.0,37.0,56157.65,219106.76,0.254,0.8,9725.6105,201508.8,1.311,501212.11
29.71,24.06,0.0,1.0,0.0,17.32,21.11,1.0,66.1,93.24,68.08,65.13,89.06,98.91,71.06,74.46,0.9372,13.0,34.16,21.88,26.69,48.91,1.0,44.47,64.98,0.0,39.59,0.0,86.72,38.0,25.0,18.0,988027.4428,539262.87,4.757,3.68,416629.47,597987.98,2.249,856678.59
66.47,88.98,1.0,0.0,0.0,12.94,71.28,1.0,82.68,74.84,50.24,89.47,44.94,5.61,62.43,87.36,50.32,23.0,41.96,51.37,56.47,84.11,1.0,38.24,32.56,0.0,82.12,1.0,25.12,37.0,6.0,43.0,463115.43,921454.45,0.693,4.932,58526.94,493617.42,0.635,988974.613
95.61,75.72,1.0,0.0,0.0,86.7,55.51,0.0,39.96,40.83,30.1,51.019999999999996,65.19,23.32,34.4,66.08,43.77,14.0,80.67,9.65,45.39,76.1,0.0,51.35,97.04,1.0,8.21,0.0,48.96,25.0,32.0,24.0,245191.95,621856.92,1.126,2.495,899511.28,509563.385,1.705,106955.39
90.98,29.02,1.0,1.0,1.0,82.53,44.56,1.0,48.69,39.45,93.78,86.85,9.63,47.31,31.98,38.72,50.32,0.0,81.45,24.91,83.22,48.91,1.0,12.28,51.385,0.0,27.48,1.0,79.71,5.0,41.0,8.0,611239.15,978482.31,0.355,0.318,26577.7,261087.8,2.042,328919.49
52.99,50.39,0.0,0.0,1.0,41.91,22.97,0.0,0.9914,10.82,85.12,39.19,68.33,84.03,87.72,54.46,70.07,2.0,65.18,93.15,2.4,38.02,0.0,59.99,49.41,0.0,62.25,1.0,46.18,24.0,23.0,10.0,71153.31,187707.06,2.5,0.148,470283.66000000003,169852.23,3.792,158707.15
88.38,50.39,0.0,1.0,1.0,66.06,84.95,0.0,22.56,8.57,41.91,2.47,8.82,49.94,39.98,57.98,34.3,37.0,55.01,50.44,9.52,48.91,1.0,1.2442,78.49,0.0,2.73,0.0,32.12,49.0,40.0,24.0,267935.31,269568.79,3.317,2.86,992510.0455,722097.57,3.677,407220.15
20.74,52.67,1.0,0.0,0.0,70.44,50.18,0.0,39.39,96.54,70.35,8.18,46.5,46.63,0.99,60.98,2.15,0.0,91.41,49.68,19.38,48.91,1.0,64.57,85.02,1.0,58.63,0.0,99.0602,19.0,12.0,24.0,970928.64,362345.92,4.817,1.324,840840.88,95712.15,3.437,725399.41
64.1,75.96,0.0,0.0,1.0,24.96,64.2,0.0,40.86,81.12,1.55,18.24,98.9446,85.14,0.66,75.04,68.51,34.0,87.92,42.83,81.18,70.69,1.0,5.18,7.12,1.0,57.09,0.0,55.81,4.0,34.0,13.0,507706.45,863183.97,2.721,0.321,817784.66,509563.385,4.638,462763.41
29.91,13.33,1.0,1.0,1.0,11.56,50.18,1.0,0.9914,77.43,57.12,15.32,73.25,35.85,89.78,77.09,90.75,25.0,33.64,62.95,32.65,69.7,1.0,25.29,51.385,0.0,60.9,1.0,48.96,49.0,5.0,14.0,8826.8156,681177.03,0.819,0.583,289271.76,730558.68,0.938,127957.51
84.4,57.41,0.0,1.0,1.0,73.73,11.61,0.0,22.66,50.05,81.25,38.29,43.64,71.07,53.22,6.93,42.4,25.0,82.9,80.6,43.81,31.65,1.0,88.5,7.18,1.0,51.46,0.0,77.52,24.0,16.0,45.0,765621.83,502303.19,4.276,4.341,470283.66000000003,292618.03,0.272,700135.51
86.86,50.39,1.0,0.0,0.0,71.92,50.18,1.0,94.94,56.88,20.91,42.64,13.37,39.44,23.74,74.96,50.32,40.0,13.33,55.64,56.74,69.55,1.0,38.1,53.74,1.0,67.23,0.0,35.69,20.0,23.0,24.0,108469.01,859081.62,2.28,4.496,852396.21,509563.385,3.775,561095.32
81.37,32.33,1.0,1.0,1.0,2.61,7.58,0.0,29.86,50.05,39.5,7.75,86.06,14.16,7.56,96.33,50.32,21.0,49.165000000000006,15.49,69.43,81.19,1.0,73.43,24.66,1.0,11.82,1.0,83.95,39.0,44.0,21.0,507706.45,290402.57,4.849,3.553,470283.66000000003,339283.08,0.618,149743.1
57.09,69.33,1.0,1.0,1.0,94.47,22.59,0.0,52.86,64.27,62.02,54.69,48.61,48.0,73.77,89.54,50.32,13.0,53.6,48.8,42.33,83.7,1.0,42.41,51.385,0.0,49.56,0.0,48.96,11.0,26.0,24.0,951689.83,429748.68,0.303,4.574,270435.89,129563.93,3.754,518360.51
37.99,18.58,0.0,1.0,0.0,74.9,9.7,0.0,10.42,43.79,9.72,50.13,48.61,24.79,49.855000000000004,65.35,90.48,16.0,49.165000000000006,68.4,66.55,83.19,1.0,11.38,72.77,1.0,86.51,1.0,68.55,34.0,4.0,34.0,809025.37,9260.6275,0.791,4.346,93548.47,602232.46,2.154,946430.05
42.21,50.39,0.0,1.0,1.0,82.27,29.58,0.0,48.27,10.13,63.3,51.019999999999996,44.5,65.45,19.66,31.27,50.32,9.0,71.67,75.62,36.76,97.54,1.0,49.16,51.3,1.0,28.95,1.0,48.96,16.0,1.0,6.0,507706.45,189312.59,0.801,2.495,439639.17,181164.54,3.799,783512.5
21.03,38.06,0.0,1.0,1.0,65.52,13.83,1.0,7.0,47.12,6.16,16.61,34.71,78.93,35.18,65.6,8.5,11.0,36.92,94.95,49.99,93.46,0.0,14.33,71.86,1.0,1.58,1.0,13.78,46.0,23.0,48.0,507706.45,70719.09,3.782,4.25,198533.21,472326.58,2.949,14980.85
67.0,1.1,0.0,1.0,1.0,2.95,75.51,0.0,37.61,35.23,36.07,98.23,98.9446,4.61,61.75,44.03,50.32,47.0,29.75,50.44,68.56,83.4,1.0,47.4,46.9,1.0,96.14,0.0,92.41,24.0,13.0,11.0,8826.8156,831024.22,2.726,4.409,470283.66000000003,509563.385,2.331,501212.11
52.47,12.82,1.0,0.0,0.0,47.17,43.36,0.0,44.49,96.69,27.58,51.019999999999996,66.7,5.32,12.33,27.03,94.13,12.0,35.88,46.5,57.43,65.55,0.0,1.29,94.27,1.0,96.84,1.0,47.73,19.0,36.0,4.0,611136.52,828624.86,1.778,0.06303,470283.66000000003,198672.23,2.5635000000000003,690029.93
14.93,43.67,0.0,0.0,1.0,49.945,26.39,1.0,93.48,9.24,50.24,69.09,48.61,19.24,94.88,75.29,76.64,49.0,8.88,78.47,60.48,28.08,1.0,87.74,61.66,1.0,3.41,0.0,8.15,46.0,39.0,25.0,135902.72,975909.78,2.5,1.23,831888.94,14659.15,3.066,171426.32
98.34,58.65,1.0,1.0,1.0,26.44,59.47,0.0,34.37,0.8356,39.98,48.89,22.44,63.26,83.44,74.46,1.1,25.0,49.165000000000006,43.62,63.8,90.86,1.0,59.62,59.9,0.0,15.03,1.0,66.05,37.0,36.0,42.0,547641.54,941800.04,4.741,3.25,470283.66000000003,869409.14,3.879,747413.01
19.1,50.39,0.0,0.0,1.0,99.53750000000001,1.1236,0.0,56.18,50.05,96.35,48.8,19.31,76.8,8.15,89.45,69.54,4.0,80.91,19.27,49.99,48.06,0.0,5.64,5.74,1.0,5.13,1.0,24.69,28.0,13.0,25.0,616137.56,830754.61,1.149,0.807,285556.13,609849.61,2.5635000000000003,501212.11
15.99,13.57,1.0,0.0,0.0,83.81,79.47,1.0,24.85,98.41,50.24,10.41,91.65,70.45,58.78,51.38,83.51,44.0,71.25,12.18,60.15,74.46,0.0,51.35,94.6,0.0,31.29,1.0,30.13,15.0,34.0,34.0,517478.17,149158.33,4.789,3.464,582894.67,267423.3,4.95,705167.12
56.59,37.67,0.0,1.0,1.0,92.3,50.18,0.0,31.93,35.11,50.24,98.32,68.87,13.66,62.39,49.785,22.79,45.0,49.165000000000006,63.51,36.96,89.68,1.0,51.35,51.385,1.0,26.2,0.0,14.66,15.0,28.0,41.0,64113.8,124952.07,2.811,0.743,286869.95,340750.94,1.528,864527.65
31.57,2.57,1.0,1.0,1.0,49.945,17.47,1.0,6.61,54.06,42.7,45.65,48.61,91.11,84.16,37.65,37.63,35.0,62.49,50.44,18.97,48.91,1.0,21.07,51.385,1.0,50.78,0.0,48.96,27.0,47.0,44.0,507706.45,39911.72,1.571,4.808,849582.38,191959.89,2.5635000000000003,501212.11
84.48,88.3,1.0,0.0,0.0,71.35,50.18,0.0,30.53,79.1,51.52,45.64,90.97,65.64,22.09,64.94,50.32,19.0,49.165000000000006,8.55,64.88,48.91,1.0,85.3,43.26,0.0,5.62,1.0,88.67,24.0,48.0,40.0,975521.87,633603.15,0.727,0.755,880937.57,756164.35,0.821,774662.21
50.075,15.76,0.0,1.0,0.0,47.54,8.77,0.0,35.0,88.36,97.85,51.019999999999996,27.78,71.07,90.64,49.785,96.2,1.0,49.165000000000006,82.06,1.2120000000000002,95.31,0.0,60.72,83.27,1.0,79.47,0.0,29.1,24.0,32.0,3.0,948224.83,101063.76,3.247,0.183,238737.41,986126.1,3.09,509955.79
90.26,62.39,1.0,0.0,1.0,49.2,58.05,0.0,76.19,50.05,38.76,51.019999999999996,71.04,84.15,87.22,61.26,47.77,12.0,29.59,28.0,48.8,48.91,1.0,51.35,37.74,0.0,67.96,1.0,88.16,35.0,36.0,24.0,56655.34,21941.64,2.236,2.495,676003.09,899847.42,3.504,501212.11
50.075,98.73,0.0,1.0,1.0,59.35,95.27,1.0,4.15,70.61,98.28,32.06,48.61,75.15,13.57,41.31,85.26,28.0,59.69,30.78,67.05,43.49,1.0,33.48,51.385,1.0,2.09,0.0,70.7,25.0,3.0,47.0,22408.93,907485.96,4.791,2.435,470283.66000000003,509563.385,1.77,65113.43
53.54,43.4,1.0,0.0,1.0,49.945,60.68,1.0,27.94,67.38,85.35,51.019999999999996,67.73,7.89,93.7,78.85,80.63,2.0,49.165000000000006,60.2,49.99,48.91,1.0,16.07,55.56,1.0,78.97,1.0,0.7149,9.0,26.0,11.0,332806.34,300939.24,4.762,0.325,114607.45,551075.92,1.377,501212.11
99.0987,50.39,0.0,0.0,0.0,95.9,50.18,0.0,30.64,68.52,54.8,95.32,22.8,49.94,98.17,75.98,56.05,3.0,41.27,94.07,54.44,2.13,0.0,42.85,51.385,0.0,33.57,0.0,27.02,13.0,32.0,21.0,840225.37,711599.16,3.083,4.863,131675.05,161942.08,4.822,92468.76
24.46,56.16,0.0,0.0,1.0,53.51,63.21,1.0,99.14,82.99,68.93,74.9,65.97,81.35,36.37,49.785,2.53,13.0,71.75,43.09,65.19,95.73,1.0,51.35,87.44,1.0,98.59,0.0,54.02,24.0,17.0,24.0,422972.98,502303.19,1.03,1.45,672282.19,748558.48,4.647,304964.97
10.28,28.03,0.0,1.0,1.0,75.71,76.51,1.0,49.11,28.56,75.98,90.51,70.37,49.94,0.6567000000000001,5.03,69.73,41.0,5.03,3.43,54.55,35.78,1.0,31.5,82.82,0.0,76.59,1.0,81.77,47.0,23.0,24.0,507706.45,916492.83,4.871,2.266,249457.75,509563.385,1.363,552202.29
40.76,75.88,1.0,0.0,1.0,49.945,72.24,0.0,94.6,60.47,65.32,28.06,21.33,62.36,77.34,49.785,70.73,36.0,16.23,50.44,1.39,14.8,1.0,29.04,50.15,1.0,88.0,1.0,54.73,4.0,23.0,22.0,150429.83,961850.03,4.928,3.579,216578.86,360636.2,1.617,501212.11
16.81,10.15,0.0,0.0,1.0,49.66,87.41,0.0,63.1,17.39,60.41,51.019999999999996,30.52,68.94,69.74,47.49,21.29,37.0,23.81,34.46,24.81,19.73,1.0,51.35,11.81,1.0,92.06,1.0,96.47,16.0,8.0,44.0,908920.18,432900.1,0.059,2.495,470283.66000000003,949831.26,2.04,317597.55
42.2,50.39,0.0,1.0,1.0,88.25,50.18,0.0,56.52,23.6,50.24,81.02,89.24,22.56,49.94,13.92,62.62,37.0,47.6,72.05,98.8,77.78,1.0,29.28,51.385,0.0,84.58,1.0,48.96,29.0,21.0,39.0,116973.65,760437.9,2.907,4.699,432889.26,367219.28,4.126,40836.93
1.1913,90.77,1.0,0.0,0.0,88.72,74.83,1.0,76.97,14.62,26.12,16.99,45.28,83.14,74.81,44.0,97.17,44.0,46.7,50.44,49.99,98.9447,0.0,29.82,13.44,1.0,1.18,1.0,48.96,19.0,11.0,11.0,470017.06,348689.65,0.372,4.5,876972.22,550455.24,0.255,342102.9
93.23,95.01,1.0,1.0,1.0,16.5,9.07,1.0,47.83,10.62,30.93,21.44,48.61,31.52,23.15,35.37,82.07,12.0,70.72,26.19,43.91,39.4,1.0,96.57,10.76,1.0,91.42,1.0,42.94,39.0,48.0,24.0,676870.48,446117.47,0.324,4.459,470283.66000000003,679803.12,1.172,501212.11
50.075,50.39,1.0,0.0,1.0,43.39,47.87,1.0,95.11,37.97,28.95,66.94,60.77,49.94,49.28,56.28,81.31,25.0,26.85,73.2,89.69,26.65,1.0,63.4,67.0,0.0,53.0,1.0,20.59,21.0,6.0,39.0,302642.96,25809.63,4.866,2.495,525133.87,917524.48,1.647,193923.8
24.86,23.19,1.0,0.0,1.0,46.76,68.7,0.0,89.49,4.48,41.85,51.019999999999996,67.07,10.34,3.87,29.93,95.44,22.0,76.07,39.56,49.47,94.19,0.0,9.77,28.45,1.0,34.75,1.0,4.71,42.0,8.0,24.0,843129.74,515865.14,2.5,4.778,342066.41,985413.17,4.25,501212.11
93.26,50.39,0.0,0.0,0.0,79.75,28.77,0.0,84.74,73.61,35.11,26.99,96.87,79.45,77.58,29.49,74.73,9.0,8.12,34.78,85.92,94.92,0.0,41.49,35.68,0.0,80.99,1.0,68.16,49.0,29.0,49.0,838884.33,911770.59,4.026,3.88,470283.66000000003,536707.01,1.284,372902.26
39.14,93.88,0.0,0.0,0.0,97.42,83.21,0.0,49.685,26.71,29.73,36.26,48.61,65.72,46.95,27.47,43.73,37.0,20.36,58.84,45.86,65.16,0.0,36.21,51.61,1.0,82.77,0.0,48.96,20.0,5.0,40.0,451864.42,865578.2,0.795,2.124,470283.66000000003,778334.85,0.532,99343.46
9.45,93.47,1.0,0.0,0.0,62.89,58.71,0.0,28.44,54.43,50.24,82.68,48.61,5.42,36.81,37.36,66.88,48.0,11.04,93.67,37.57,48.91,1.0,59.73,51.385,0.0,15.89,1.0,47.45,18.0,13.0,38.0,38458.76,790849.41,0.075,2.495,415656.85,354566.42,3.099,589592.28
33.5,56.48,1.0,1.0,1.0,11.97,94.99,0.0,72.85,14.6,90.23,67.95,62.08,46.04,17.35,49.785,50.32,43.0,69.16,60.6,25.34,51.48,1.0,30.24,26.8,1.0,59.02,0.0,62.19,4.0,6.0,4.0,60731.89,984892.06,4.355,2.495,699085.48,509563.385,4.643,774406.31
97.72,77.47,1.0,0.0,1.0,2.47,90.57,0.0,78.6,67.25,49.62,2.89,79.18,12.0,37.04,22.17,8.99,26.0,10.48,54.39,65.65,48.91,1.0,97.76,28.78,1.0,12.36,1.0,1.62,24.0,30.0,13.0,37111.35,9260.6275,1.042,4.438,238234.1,400203.22,3.172,910694.17
1.85,72.39,0.0,0.0,1.0,23.88,44.16,0.0,70.17,36.56,41.39,98.86,48.61,72.37,49.855000000000004,94.38,14.61,25.0,69.88,16.68,59.7,13.6,0.0,59.47,10.24,1.0,85.18,1.0,48.96,17.0,34.0,44.0,306441.66,759794.09,2.161,2.666,470283.66000000003,486204.81,2.5635000000000003,633430.1
1.45,95.14,0.0,0.0,1.0,11.56,51.46,0.0,8.44,78.51,81.25,24.8,18.36,20.18,13.24,49.785,15.04,5.0,60.96,17.06,42.36,42.06,0.0,80.29,19.73,0.0,49.56,1.0,48.96,24.0,12.0,26.0,507706.45,70080.39,4.062,1.981,470283.66000000003,383064.2,3.671,501212.11
50.075,50.39,0.0,0.0,0.0,77.15,67.72,0.0,48.76,69.63,28.81,49.57,77.14,99.1235,8.49,49.785,86.43,24.0,42.51,25.26,30.54,56.3,0.0,79.16,5.78,0.0,98.66760000000001,0.0,2.09,11.0,44.0,1.0,899211.6,701705.54,3.456,2.925,470283.66000000003,708058.1,1.006,815924.67
78.55,15.91,1.0,0.0,0.0,18.02,56.2,0.0,34.85,89.9,2.45,45.44,28.49,2.71,27.46,59.16,58.57,28.0,26.36,73.54,69.69,48.26,0.0,22.42,65.4,1.0,49.56,1.0,96.43,35.0,28.0,24.0,507706.45,36702.49,2.475,0.787,256936.55,664271.22,0.866,576097.99
19.12,60.56,1.0,0.0,1.0,91.43,1.4,1.0,94.73,94.88,30.11,89.29,30.18,67.89,0.92,43.36,11.59,39.0,33.28,27.94,75.87,10.37,0.0,51.87,66.02,1.0,86.58,0.0,74.99,16.0,7.0,33.0,346332.67,20600.84,1.19,2.841,960345.3,877741.7,3.869,501212.11
4.78,76.76,0.0,1.0,1.0,54.62,36.04,0.0,3.27,79.09,76.37,14.07,53.0,90.52,80.62,97.46,98.53,15.0,1.42,50.44,94.11,98.9447,1.0,97.65,93.15,1.0,62.6,0.0,28.45,5.0,7.0,6.0,507706.45,725894.21,3.575,2.495,171666.8,434348.51,4.105,444113.04
50.03,84.31,1.0,0.0,0.0,60.11,50.18,1.0,97.3,17.61,54.06,84.09,65.82,44.22,29.79,29.75,50.32,30.0,33.23,53.04,71.6,20.92,1.0,33.28,51.385,1.0,54.83,1.0,48.96,34.0,32.0,10.0,507706.45,659559.83,1.953,1.578,680417.89,173824.97,1.025,571067.02
75.27,18.68,0.0,0.0,0.0,84.1,30.01,0.0,47.65,24.73,44.2,88.48,48.61,30.14,48.08,2.01,84.06,27.0,99.05019999999999,58.37,72.95,48.91,0.0,17.71,95.71,0.0,88.38,0.0,48.96,16.0,34.0,22.0,507706.45,719072.34,2.312,0.06303,254926.98,186680.66,3.195,243175.33
62.07,18.43,0.0,0.0,0.0,46.88,50.18,1.0,97.43,34.61,45.22,61.22,27.91,10.03,65.91,49.785,35.08,26.0,76.18,82.14,26.46,93.02,1.0,79.29,94.21,0.0,37.32,0.0,48.96,46.0,43.0,24.0,665497.91,969570.94,1.831,2.151,470283.66000000003,659828.33,4.919,957929.55
